District,State_UT,NFHS_Households_Surveyed,Female_6plus_Ever_Attended_School_pct,Population_Below_15_pct,Sex_Ratio_Females_per_1000_Males,Households_Electricity_pct,Improved_Drinking_Water_pct,Improved_Sanitation_pct,Clean_Cooking_Fuel_pct,Health_Insurance_Coverage_pct,Women_15_49_Literate_pct,ANC_4plus_pct,Institutional_Births_pct,Skilled_Birth_Attendance_pct,Fully_Vaccinated_12_23m_pct,Diarrhoea_Taken_to_Health_Facility_pct,ARI_Taken_to_Health_Facility_pct,Under5_Stunted_pct,Children_6_59m_Anaemic_pct,Population_2011,Rural_Population_2011,Sub_Centres,PHCs,CHCs,Sub_Divisional_Hospitals,District_Hospitals,PHCs_per_100k_rural,CHCs_per_100k_rural,SubCentres_per_100k_rural,PHC_coverage_vs_general_norm,CHC_coverage_vs_general_norm,District_Match_Score,District_Match_Method
South Tripura,Tripura,888,80.43,24.51,1053.88,95.88,90.51,68.61,29.44,37.28,80.25,58.42,89.72,88.56,,,63.56,25.53,59.64,876001,752970,148,18,5,2,1,2.390533487389936,0.6640370798305377,19.65549756298392,0.7171600462169807,0.7968444957966453,100.0,Exact
West Tripura,Tripura,903,85.31,20.15,936.77,99.82,98.49,80.21,65.16,28.12,86.19,61.22,95.27,96.9,,,,30.3,54.5,1725739,1048101,171,20,3,0,1,1.9082130443535497,0.2862319566530324,16.315221529222853,0.5724639133060649,0.3434783479836389,100.0,Exact
Saharanpur,Uttar Pradesh,966,69.29,28.51,984.27,98.32,99.73,83.8,56.58,11.79,73.79,52.44,81.65,86.94,89.16,,,28.82,68.13,3466382,2399856,363,62,21,0,2,2.5834883426338915,0.8750525031501891,15.125907554453269,0.7750465027901674,1.0500630037802268,100.0,Exact
Bijnor,Uttar Pradesh,949,69.64,30.74,1059.01,96.14,99.71,78.21,45.8,18.82,74.11,48.8,83.69,89.37,90.56,,,36.16,60.91,3682713,2757401,343,62,11,0,2,2.248494143579407,0.3989263803124753,12.43924985883446,0.6745482430738221,0.4787116563749705,100.0,Exact
Rampur,Uttar Pradesh,876,57.56,31.08,1021.86,96.21,100.0,79.01,46.18,13.07,59.33,50.36,81.01,81.05,79.39,,,40.35,69.59,2335819,1747172,211,35,5,0,2,2.0032372313658877,0.2861767473379839,12.07665873766292,0.6009711694097661,0.3434120968055806,100.0,Exact
Meerut,Uttar Pradesh,918,73.99,30.32,967.07,98.62,99.72,82.65,68.47,18.38,80.17,49.87,80.61,88.81,82.49,,,32.1,55.21,3443689,1684507,279,57,12,0,2,3.383779349091455,0.7123745998087274,16.562709445552912,1.0151338047274363,0.854849519770473,100.0,Exact
Baghpat,Uttar Pradesh,930,71.62,29.78,937.66,98.54,99.85,87.01,51.47,12.45,78.13,42.36,80.86,82.34,83.87,,,25.49,60.17,1303048,1028023,206,25,7,0,1,2.431852205641313,0.6809186175795677,20.038462174484422,0.7295556616923939,0.8171023410954813,100.0,Exact
Gautam Buddha Nagar,Uttar Pradesh,713,78.04,28.52,896.91,99.41,99.89,74.01,75.04,23.76,80.6,52.74,86.58,90.12,68.22,,,25.48,62.85,1648115,673806,128,37,5,0,2,5.491194794940977,0.7420533506676996,18.99656577709311,1.647358438482293,0.8904640208012395,100.0,Exact
Bulandshahr,Uttar Pradesh,924,67.74,31.31,978.71,96.25,100.0,81.45,48.4,20.53,72.11,47.61,83.5,86.68,67.29,,,37.64,64.09,3499171,2631742,346,68,13,0,4,2.583839905279469,0.493969393656369,13.147185400392592,0.7751519715838406,0.5927632723876428,100.0,Exact
Aligarh,Uttar Pradesh,883,67.95,32.1,1030.99,95.31,100.0,69.39,51.42,17.61,68.71,44.68,82.58,85.53,70.06,,,35.04,62.55,3673889,2456698,333,53,13,0,4,2.157367328015084,0.5291655710225677,13.554779626962697,0.6472101984045251,0.6349986852270812,100.0,Exact
Mathura,Uttar Pradesh,935,68.39,32.68,934.52,98.18,98.44,71.22,47.34,10.77,67.93,39.3,79.48,81.51,73.59,,62.56,31.58,77.16,2547184,1791191,206,34,12,0,3,1.8981783628881568,0.6699453045487611,11.500727728087066,0.569453508866447,0.8039343654585134,100.0,Exact
Agra,Uttar Pradesh,944,69.4,30.47,951.72,99.06,99.77,70.78,67.51,9.4,64.97,42.65,89.08,90.1,74.06,,80.68,35.85,72.97,4418797,2394602,395,73,18,0,2,3.048523303663824,0.7516906776157374,16.49543431434535,0.9145569910991472,0.9020288131388848,100.0,Exact
Firozabad,Uttar Pradesh,951,72.45,31.89,950.31,96.3,99.42,69.01,53.5,13.4,74.35,39.25,80.07,83.34,67.14,,72.49,46.91,73.91,2498156,1664987,217,71,5,0,3,4.264297559080041,0.3003026450056367,13.033134793244631,1.2792892677240122,0.360363174006764,100.0,Exact
Mainpuri,Uttar Pradesh,976,74.56,30.86,1015.93,95.15,99.59,63.1,39.79,16.13,78.35,38.13,82.65,84.65,74.98,,49.03,44.26,70.4,1868529,1580087,206,46,10,0,2,2.9112321030424275,0.6328765441396581,13.037256809276958,0.8733696309127282,0.7594518529675898,100.0,Exact
Bareilly,Uttar Pradesh,874,55.75,31.28,964.87,92.45,100.0,79.71,54.56,18.67,54.71,43.05,75.05,77.79,70.45,,,45.87,67.72,4448359,2879950,410,71,16,0,2,2.4653205784822654,0.5555652007847358,14.236358270108855,0.7395961735446795,0.666678240941683,100.0,Exact
Pilibhit,Uttar Pradesh,898,60.14,29.59,921.6,86.83,100.0,76.81,48.05,21.4,59.31,43.58,76.19,80.23,92.27,,,38.86,57.26,2031007,1679592,199,28,9,0,2,1.6670715268946266,0.5358444193589872,11.848115494715383,0.500121458068388,0.6430133032307845,100.0,Exact
Shahjahanpur,Uttar Pradesh,980,63.16,34.4,976.88,84.05,100.0,69.21,40.4,14.24,59.47,35.32,63.25,68.32,76.5,,65.82,44.48,75.41,3006538,2412446,298,47,17,0,2,1.9482301365502064,0.7046789855607131,12.35260809982897,0.584469040965062,0.8456147826728556,100.0,Exact
Kheri,Uttar Pradesh,971,66.32,32.44,998.04,84.15,99.92,65.61,35.91,22.01,61.99,47.98,82.77,81.24,69.49,,,47.59,66.25,4021243,3560208,386,62,15,0,2,1.741471284823808,0.4213236979412439,10.842063160354677,0.5224413854471425,0.5055884375294927,100.0,Exact
Sitapur,Uttar Pradesh,960,64.96,33.61,969.63,68.35,99.7,52.51,31.48,23.22,59.16,35.39,84.81,87.8,65.94,,53.86,47.8,66.4,4483992,3953208,474,67,21,0,2,1.6948260754303843,0.5312141430453444,11.990262085880632,0.5084478226291155,0.6374569716544134,100.0,Exact
Hardoi,Uttar Pradesh,983,64.55,32.38,975.14,70.98,99.9,55.72,28.97,16.03,59.3,39.68,73.93,79.06,63.27,,46.88,44.54,76.11,4092845,3551039,433,50,20,0,2,1.4080386050392577,0.563215442015703,12.19361431963997,0.4224115815117772,0.6758585304188437,100.0,Exact
Unnao,Uttar Pradesh,984,68.99,28.14,992.73,75.36,98.48,60.29,43.44,15.33,68.18,19.76,80.84,81.2,58.57,,,39.17,75.98,3108367,2576721,361,48,17,0,2,1.86283264660784,0.6597532290069433,14.010053863029796,0.558849793982352,0.791703874808332,100.0,Exact
Lucknow,Uttar Pradesh,832,80.75,23.47,949.66,96.82,99.75,80.43,78.26,15.76,79.8,53.08,91.32,87.86,68.89,,,32.09,52.93,4589838,1550842,303,79,19,0,9,5.094006997489106,1.225140923446747,19.53777367391391,1.5282020992467318,1.4701691081360964,100.0,Exact
Farrukhabad,Uttar Pradesh,969,67.07,32.66,972.25,91.81,99.65,72.63,45.5,13.48,65.09,41.5,69.29,74.66,68.54,,67.46,47.81,77.07,1885204,1469019,214,31,8,0,3,2.110251807498745,0.5445811116125796,14.567544735636504,0.6330755422496237,0.6534973339350955,100.0,Exact
Kannauj,Uttar Pradesh,989,71.26,32.72,1002.89,87.3,99.85,70.1,35.47,15.32,68.25,46.44,76.41,81.5,55.84,,58.21,42.99,79.6,1656616,1375775,189,35,11,0,2,2.54402064291036,0.7995493449146844,13.73771147171594,0.7632061928731079,0.9594592138976212,100.0,Exact
Etawah,Uttar Pradesh,978,74.61,29.41,967.74,95.66,99.49,78.05,48.63,17.94,79.66,43.71,85.21,88.0,77.67,,68.75,38.77,73.95,1581810,1215511,167,34,8,0,3,2.7971774833794183,0.6581594078539807,13.73907763895185,0.8391532450138255,0.7897912894247769,100.0,Exact
Auraiya,Uttar Pradesh,977,75.88,29.26,1020.97,94.01,99.49,74.3,33.69,18.44,79.26,50.37,90.11,90.92,82.51,,,39.74,64.22,1379545,1145323,165,25,8,0,2,2.1827903569560725,0.6984929142259433,14.406416355910078,0.6548371070868217,0.8381914970711319,100.0,Exact
Kanpur Dehat,Uttar Pradesh,979,73.9,27.85,974.11,79.75,99.4,70.59,39.26,17.92,75.56,54.4,84.3,83.82,56.32,,,44.09,69.17,1796184,1622761,240,30,8,0,2,1.848701071815258,0.4929869524840687,14.789608574522063,0.5546103215445775,0.5915843429808826,100.0,Exact
Kanpur Nagar,Uttar Pradesh,980,80.41,24.47,925.16,89.25,98.78,77.51,76.86,16.12,82.7,69.85,86.61,86.96,72.79,,,34.6,76.25,4581268,1565623,391,92,10,0,5,5.876255011583249,0.6387233708242661,24.974083799228804,1.7628765034749745,0.7664680449891194,100.0,Exact
Jalaun,Uttar Pradesh,978,71.92,26.01,937.19,96.85,98.95,80.17,36.45,17.6,70.98,62.84,85.13,85.58,66.23,,,45.1,55.19,1689974,1271074,287,41,7,0,2,3.2256186500549924,0.5507153792776817,22.57933055038495,0.967685595016498,0.6608584551332181,100.0,Exact
Jhansi,Uttar Pradesh,984,71.05,24.73,946.43,95.16,96.83,73.18,51.91,11.37,72.45,36.6,92.89,93.35,44.5,,,40.93,70.3,1998603,1165119,338,45,12,0,2,3.86226642943768,1.0299377145167146,29.009912292220797,1.158679928831304,1.2359252574200577,100.0,Exact
Lalitpur,Uttar Pradesh,982,66.79,31.7,997.02,94.05,96.55,64.19,20.32,11.74,61.33,45.7,90.79,84.5,70.77,,,46.61,56.01,1221592,1046214,197,26,5,0,2,2.485151221451825,0.4779136964330433,18.829799639461907,0.7455453664355476,0.5734964357196519,100.0,Exact
Hamirpur,Uttar Pradesh,980,70.77,28.22,1003.02,94.61,99.4,77.7,29.0,21.91,73.23,43.24,96.28,96.23,77.13,,60.06,48.02,68.45,1104285,894437,214,41,4,0,2,4.583889083300445,0.4472086910537019,23.925664971373056,1.3751667249901334,0.5366504292644423,100.0,Exact
Mahoba,Uttar Pradesh,978,65.24,28.37,972.37,95.93,94.28,68.95,28.17,16.23,69.65,46.24,96.32,97.04,70.68,,,42.28,70.13,875958,690577,150,16,5,0,2,2.3169031114560723,0.7240322223300225,21.72096666990068,0.6950709334368217,0.8688386667960272,100.0,Exact
Banda,Uttar Pradesh,977,61.77,30.63,956.31,89.17,98.22,59.29,26.82,13.25,62.61,39.02,89.78,92.53,62.88,,,50.98,82.17,1799410,1523655,277,53,4,0,2,3.4784777393832598,0.262526621840246,18.17996856243704,1.043543321814978,0.3150319462082951,100.0,Exact
Chitrakoot,Uttar Pradesh,985,63.76,31.26,949.99,91.99,96.99,56.65,31.17,17.36,62.11,30.25,81.06,78.43,63.69,,,47.45,55.31,991730,895398,134,28,6,0,1,3.1271010209984835,0.6700930759282464,14.965412029064169,0.9381303062995452,0.8041116911138958,100.0,Exact
Fatehpur,Uttar Pradesh,989,63.43,29.03,1034.86,76.83,98.79,63.1,38.85,16.83,66.45,38.09,81.36,85.64,55.68,,,51.06,78.1,2632733,2310740,321,47,11,0,2,2.033980456477146,0.4760379791755023,13.891653755939656,0.6101941369431438,0.5712455750106027,100.0,Exact
Pratapgarh,Uttar Pradesh,916,67.19,29.03,1229.37,92.46,97.82,52.01,37.12,14.9,77.73,30.62,90.82,93.11,74.97,,,35.47,57.95,3209141,3033899,355,60,21,0,2,1.9776531783029032,0.6921786124060162,11.70111463829218,0.593295953490871,0.8306143348872195,100.0,Exact
Kaushambi,Uttar Pradesh,914,63.22,34.89,1068.59,78.74,98.34,59.6,37.03,20.16,61.99,34.04,88.64,92.8,65.71,,,40.2,65.54,1599596,1475140,156,34,5,0,1,2.304865978822349,0.3389508792385807,10.575267432243718,0.6914597936467046,0.4067410550862969,100.0,Exact
Bara Banki,Uttar Pradesh,967,65.09,32.61,1073.98,74.8,98.84,62.4,47.77,14.63,61.13,22.56,75.98,73.28,64.41,,44.86,41.89,65.47,3260699,2929896,352,57,19,0,3,1.9454615453927373,0.6484871817975791,12.014078315407785,0.5836384636178212,0.7781846181570949,100.0,Exact
Ambedkar Nagar,Uttar Pradesh,908,71.64,29.15,1096.59,94.15,100.0,63.55,32.2,23.0,78.51,44.47,92.17,87.86,75.07,,,31.05,54.87,2397888,2117158,272,28,10,0,1,1.3225276526362229,0.4723313045129366,12.84741148275188,0.3967582957908668,0.5667975654155241,100.0,Exact
Bahraich,Uttar Pradesh,956,48.21,41.02,1012.24,77.75,100.0,44.16,38.2,10.11,41.64,34.27,67.67,70.72,51.77,65.64,60.79,52.11,71.67,3487731,3203687,319,56,14,0,2,1.747985992389394,0.4369964980973485,9.957277349503867,0.5243957977168181,0.5243957977168181,100.0,Exact
Balrampur,Uttar Pradesh,979,53.06,38.92,1074.88,78.37,99.77,59.65,39.61,12.99,44.94,40.97,69.71,67.4,57.37,,64.25,41.15,75.42,2148665,1982274,215,26,9,0,3,1.31162493177028,0.4540240148435585,10.846129243485008,0.393487479531084,0.5448288178122701,100.0,Exact
Gonda,Uttar Pradesh,972,61.73,32.43,1077.62,88.93,100.0,44.57,56.17,13.37,60.39,41.68,81.77,82.55,59.94,78.05,58.1,45.9,61.98,3433919,3208890,322,52,16,0,2,1.6204980538441642,0.4986147857982044,10.034622564188863,0.4861494161532493,0.5983377429578453,100.0,Exact
Siddharthnagar,Uttar Pradesh,949,57.67,40.97,1176.96,90.73,99.87,42.81,50.55,12.17,49.14,60.86,69.74,67.62,65.12,,51.04,37.17,75.81,2559297,2398606,278,64,8,0,1,2.6682164557247003,0.3335270569655875,11.590065229554169,0.8004649367174099,0.4002324683587049,100.0,Exact
Basti,Uttar Pradesh,979,64.36,31.74,1098.17,94.62,100.0,64.15,57.01,15.84,65.27,31.46,93.18,92.01,73.81,60.12,53.7,35.88,58.35,2464464,2326367,273,41,14,0,3,1.7624046420878563,0.6017967070543899,11.735035787560603,0.5287213926263569,0.7221560484652679,100.0,Exact
Mahrajganj,Uttar Pradesh,946,62.42,32.37,1115.97,94.82,100.0,66.73,65.06,18.16,64.13,52.52,93.26,91.97,76.15,,63.13,40.46,60.46,2684703,2549973,291,40,12,0,1,1.5686440601527938,0.4705932180458381,11.411885537611576,0.4705932180458381,0.5647118616550058,95.23809523809524,Fuzzy
Gorakhpur,Uttar Pradesh,958,67.59,30.53,1089.38,94.85,99.78,69.63,66.8,17.94,70.14,56.32,91.59,84.1,67.7,,,29.59,67.43,4440895,3604766,532,85,15,0,2,2.357989395150753,0.4161157756148388,14.75823950847295,0.707396818545226,0.4993389307378065,100.0,Exact
Kushinagar,Uttar Pradesh,946,63.68,34.9,1145.48,91.49,100.0,73.08,55.19,15.63,64.41,35.79,89.43,93.12,65.41,,75.27,32.18,52.75,3564544,3396437,367,55,16,0,1,1.6193440361178493,0.4710819014161016,10.805441113731831,0.4858032108353548,0.565298281699322,100.0,Exact
Azamgarh,Uttar Pradesh,902,71.15,29.34,1140.81,96.47,100.0,72.76,37.57,9.0,78.9,38.48,93.23,89.76,64.46,,,33.38,58.87,4613913,4220512,492,75,19,0,4,1.7770355824127495,0.4501823475445632,11.65735342062764,0.533110674723825,0.5402188170534761,100.0,Exact
Mau,Uttar Pradesh,960,68.8,27.17,989.14,94.24,99.8,75.09,54.15,15.97,74.44,43.2,94.74,90.66,59.08,,,25.42,62.66,2205968,1706760,225,43,6,0,2,2.5193934706695726,0.3515432749771497,13.182872811643112,0.7558180412008718,0.4218519299725796,100.0,Exact
Ballia,Uttar Pradesh,959,68.14,29.02,1008.55,89.12,99.82,61.66,53.79,10.59,73.3,30.52,89.96,93.14,62.22,,55.07,43.8,71.55,3239774,2935665,367,77,14,0,2,2.622915080569479,0.4768936510126325,12.501426422974012,0.7868745241708437,0.572272381215159,100.0,Exact
Jaunpur,Uttar Pradesh,977,69.94,29.33,1065.74,98.17,99.08,62.62,55.24,12.02,77.28,47.58,88.77,86.68,75.12,,,40.52,65.33,4494204,4147624,507,83,22,0,2,2.0011457161979966,0.530424165739228,12.223866001354027,0.6003437148593991,0.6365089988870737,100.0,Exact
Ghazipur,Uttar Pradesh,966,69.65,29.61,1052.7,91.77,99.32,64.05,39.31,10.64,75.84,29.22,88.32,90.51,60.82,,61.76,39.31,71.62,3620268,3345908,399,60,17,0,2,1.7932351995332807,0.5080833065344295,11.925014076896316,0.5379705598599842,0.6096999678413154,100.0,Exact
Chandauli,Uttar Pradesh,950,68.79,30.51,985.59,91.86,97.49,66.7,42.34,28.05,73.85,32.91,86.24,85.06,70.58,,,39.48,64.61,1952756,1710203,248,30,4,0,4,1.7541777204226632,0.2338903627230217,14.50120248882735,0.526253316126799,0.2806684352676261,100.0,Exact
Mirzapur,Uttar Pradesh,942,69.03,31.88,1002.61,92.67,96.94,72.33,42.51,15.0,73.39,36.51,91.09,88.55,68.27,,,43.4,59.76,2496970,2149403,263,39,16,0,2,1.8144573167526048,0.7443927453344023,12.235955751434236,0.5443371950257816,0.8932712944012826,100.0,Exact
Sonbhadra,Uttar Pradesh,952,62.09,31.79,994.9,82.87,89.58,70.56,30.44,19.66,64.8,36.38,76.76,77.08,72.69,,,38.26,62.96,1862559,1548217,173,31,7,0,2,2.002303294693186,0.4521330020274935,11.174144192965198,0.6006909884079558,0.5425596024329923,100.0,Exact
Etah,Uttar Pradesh,953,67.99,33.15,1047.06,87.98,99.82,62.72,39.62,12.78,70.8,33.6,76.69,80.79,55.49,,46.51,48.77,77.4,1774480,1506338,191,34,4,0,2,2.2571295419753072,0.2655446519970949,12.679757132861283,0.6771388625925922,0.3186535823965139,100.0,Exact
Budaun,Uttar Pradesh,944,54.92,35.34,933.36,80.66,99.83,69.66,39.84,13.55,52.39,40.57,72.31,73.07,69.52,53.99,50.01,51.79,72.17,3681896,3037301,291,51,14,0,2,1.679122352377983,0.4609355477116031,9.580874598862607,0.5037367057133949,0.5531226572539238,100.0,Exact
Ghaziabad,Uttar Pradesh,716,78.93,24.89,930.39,99.92,99.13,84.51,92.4,20.0,81.78,62.0,86.44,88.01,68.51,,,28.15,61.78,4681645,1519098,146,66,4,0,3,4.344683489807768,0.2633141508974405,9.610966507756578,1.3034050469423302,0.3159769810769285,100.0,Exact
Moradabad,Uttar Pradesh,953,67.6,29.38,1001.91,96.04,99.8,78.99,58.28,17.07,69.41,33.15,80.26,85.59,84.5,,,34.69,67.55,4772006,3198383,259,56,7,0,2,1.7508847439471755,0.2188605929933969,8.09784194075569,0.5252654231841527,0.2626327115920763,100.0,Exact
Muzaffarnagar,Uttar Pradesh,932,69.1,30.36,956.97,97.81,99.9,80.12,59.76,8.2,73.41,44.02,86.99,89.9,69.51,,,29.76,65.44,4143512,2952200,286,47,7,0,2,1.5920330600907795,0.237111306822031,9.687690535871551,0.4776099180272339,0.2845335681864372,100.0,Exact
Rae Bareli,Uttar Pradesh,985,66.43,30.42,1102.18,88.85,98.07,54.96,39.41,16.84,66.45,43.57,89.51,90.77,71.41,,,47.02,76.43,3405559,3097564,352,53,19,0,2,1.7110219514431342,0.6133852278758405,11.363768432226095,0.5133065854329402,0.7360622734510086,100.0,Exact
Sultanpur,Uttar Pradesh,922,68.91,31.43,1151.21,94.25,99.51,65.08,33.68,20.65,74.94,47.0,86.96,83.7,80.24,,,33.4,62.27,3797117,3597201,246,45,14,0,2,1.250972631220774,0.3891914852686853,6.838650384006899,0.3752917893662322,0.4670297823224223,100.0,Exact
Uttarkashi,Uttarakhand,947,69.02,24.95,1023.55,99.56,96.13,75.73,32.56,80.29,81.23,66.81,85.87,84.53,81.78,,,34.08,73.57,330086,305781,82,29,4,0,1,9.48391168843061,1.30812575012836,26.816577877631374,2.8451735065291825,1.5697509001540315,100.0,Exact
Chamoli,Uttarakhand,929,79.09,26.09,1087.25,99.45,94.43,87.59,37.44,71.12,90.45,52.22,73.94,75.31,85.01,,,34.06,65.47,391605,332209,111,39,5,1,1,11.73959766291702,1.5050766234509,33.41270104060998,3.5218792988751058,1.80609194814108,100.0,Exact
Rudraprayag,Uttarakhand,962,72.95,25.02,1242.27,99.46,93.89,86.82,35.07,76.64,87.17,76.51,86.62,85.8,91.44,,,25.15,52.35,242285,232360,75,38,2,0,1,16.35393355138578,0.8607333448097779,32.27750043036667,4.906180065415734,1.0328800137717336,100.0,Exact
Tehri Garhwal,Uttarakhand,947,62.2,25.73,1235.96,99.9,84.09,84.57,34.88,71.17,75.54,48.89,82.15,77.62,83.0,,,29.3,61.74,618931,548792,208,54,11,1,1,9.839793582996837,2.004402396536393,37.901427134506335,2.9519380748990507,2.405282875843671,100.0,Exact
Dehradun,Uttarakhand,872,82.9,23.09,914.91,99.65,98.95,83.92,88.79,67.31,87.59,75.26,91.73,92.71,,,,20.92,59.48,1696694,754753,181,57,5,4,1,7.552139574138824,0.662468383696388,23.98135548980925,2.265641872241647,0.7949620604356656,100.0,Exact
Pithoragarh,Uttarakhand,967,79.67,22.17,1043.11,99.64,90.92,84.46,45.91,72.84,89.1,58.71,84.89,83.24,96.02,,,25.64,36.15,483439,413834,161,54,4,0,1,13.048710352460166,0.9665711372192716,38.90448827307568,3.9146131057380495,1.1598853646631258,100.0,Exact
Bageshwar,Uttarakhand,975,73.92,24.6,1173.73,99.82,92.03,88.47,34.59,71.93,87.78,67.93,82.01,84.97,,,,23.57,43.71,259898,250819,89,29,3,0,1,11.56212248673346,1.196081636558634,35.48375521790614,3.4686367460200387,1.435297963870361,100.0,Exact
Almora,Uttarakhand,975,72.29,23.16,1330.9,99.88,93.31,89.23,35.85,65.98,88.02,44.33,80.1,85.44,,,,26.01,57.71,622506,560192,203,65,9,2,1,11.603164629269964,1.6065920255912258,36.23757568833543,3.480949388780989,1.927910430709471,100.0,Exact
Champawat,Uttarakhand,979,75.89,27.58,1111.82,99.55,95.39,82.68,39.81,65.67,84.73,62.03,79.84,80.74,91.89,,,24.9,43.08,259648,221305,66,18,1,1,1,8.133571315605161,0.4518650730891755,29.82309482388559,2.4400713946815484,0.5422380877070108,100.0,Exact
Nainital,Uttarakhand,939,80.27,25.79,1014.37,99.05,92.98,82.4,71.56,60.79,85.4,59.74,81.23,83.9,74.05,,,23.15,59.75,954605,582871,136,48,10,4,1,8.235098332221023,1.7156454858793797,23.332778607959565,2.470529499666307,2.058774583055256,100.0,Exact
Udham Singh Nagar,Uttarakhand,940,70.46,27.87,956.8,99.59,99.91,70.88,63.99,59.03,72.26,75.92,85.14,81.55,83.19,,,26.8,60.81,1648902,1062142,154,41,5,2,1,3.860124164188969,0.4707468492913376,14.4990029581732,1.1580372492566908,0.5648962191496052,96.55172413793105,Fuzzy
Hardwar,Uttarakhand,843,73.91,31.04,945.6,99.7,99.59,69.82,61.53,46.64,76.39,48.46,79.84,83.15,76.51,,77.82,31.07,63.14,1890422,1197328,160,41,8,2,1,3.4242914222335066,0.6681544238504403,13.363088477008809,1.027287426670052,0.8017853086205284,93.33333333333331,Fuzzy
Jalpaiguri,West Bengal,919,73.73,22.61,1037.78,97.41,95.2,73.17,42.7,35.78,73.6,88.39,95.84,97.67,87.87,,,28.89,67.38,3872846,2812495,301,27,7,1,1,0.9600017066697006,0.2488893313588113,10.702241248428887,0.2880005120009102,0.2986671976305736,100.0,Exact
Uttar Dinajpur,West Bengal,922,68.1,29.22,1092.72,96.89,99.77,63.78,27.21,20.96,65.35,70.08,76.89,84.72,84.4,,84.13,44.76,77.21,3007134,2644906,344,24,9,2,0,0.9074046487852496,0.3402767432944686,13.006133299255248,0.2722213946355749,0.4083320919533624,100.0,Exact
Dakshin Dinajpur,West Bengal,920,77.74,23.36,1106.27,96.54,99.73,79.03,28.7,28.25,74.31,76.37,91.4,94.04,92.55,,,31.93,72.48,1676276,1439981,248,22,8,1,1,1.5277979362227694,0.5555628858991889,17.22244946287486,0.4583393808668309,0.6666754630790267,100.0,Exact
Maldah,West Bengal,911,71.34,30.15,1061.79,98.13,99.04,61.98,29.6,28.96,72.25,82.75,87.68,88.92,87.2,,64.97,40.54,71.04,3988845,3447185,511,40,16,1,0,1.1603670821264307,0.4641468328505722,14.823689474165151,0.3481101246379292,0.5569761994206868,90.9090909090909,Fuzzy
Murshidabad,West Bengal,917,74.66,29.32,1102.84,96.66,99.1,69.66,30.71,28.39,67.55,66.85,86.99,92.28,89.95,,83.02,39.75,72.07,7103807,5703115,832,83,27,4,0,1.455345017591264,0.4734254876501701,14.58851873055339,0.4366035052773791,0.5681105851802041,100.0,Exact
Birbhum,West Bengal,922,73.63,25.66,1033.15,97.78,99.38,55.04,28.13,37.67,70.79,78.38,90.31,92.2,81.55,,78.9,36.99,76.54,3502404,3052956,484,62,19,1,1,2.0308186557552745,0.6223476525701648,15.853487570734725,0.6092455967265824,0.7468171830841978,100.0,Exact
Nadia,West Bengal,919,77.55,21.49,1070.93,98.17,98.22,78.4,34.22,23.03,76.15,71.15,97.73,98.57,,,,26.07,63.58,5167600,3728727,469,64,17,5,1,1.716403480329882,0.4559196744626249,12.578019254292416,0.5149210440989647,0.5471036093551499,100.0,Exact
Bankura,West Bengal,889,68.66,22.56,1053.13,92.34,96.26,49.2,20.82,43.43,68.3,75.66,93.28,93.81,,,71.12,30.34,67.08,3596674,3296901,564,73,22,1,1,2.214200547726486,0.6672933157531876,17.106974094763537,0.6642601643179459,0.8007519789038252,100.0,Exact
Puruliya,West Bengal,912,63.55,25.36,1064.8,88.58,87.57,29.24,23.17,35.58,60.95,57.77,89.76,91.41,84.66,,66.68,36.91,77.85,2930115,2556801,485,56,20,1,0,2.1902369406144637,0.7822274787908797,18.969016360678832,0.657071082184339,0.9386729745490556,93.33333333333331,Fuzzy
Kolkata,West Bengal,879,87.22,15.98,953.75,99.59,99.25,60.87,91.71,21.08,87.6,71.74,97.47,99.32,,,,29.63,72.28,4496694,0,0,144,0,0,0,,,,,,100.0,Exact
Paschim Medinipur,West Bengal,910,72.1,23.43,1088.57,95.41,95.53,58.33,17.46,25.75,70.85,63.09,87.58,95.1,76.93,,72.14,31.07,65.98,5913457,5190771,639,67,21,2,0,1.2907523757068071,0.4045641774603426,12.310309971293282,0.3872257127120422,0.4854770129524111,100.0,Exact
Purba Medinipur,West Bengal,873,83.04,23.85,1031.4,98.97,87.79,69.78,17.01,21.53,77.0,56.81,91.48,94.61,88.37,,72.45,25.77,67.47,5095875,4503161,706,59,24,4,2,1.3101907748801342,0.532958959273275,15.677876051955504,0.3930572324640402,0.6395507511279299,100.0,Exact
